transaction_id,customer_id,product_id,category,quantity,price,total_spent,timestamp
T007544,C00377,P00178,Fruits,1,8.83,8.83,2024-07-30T04:18:35
T007545,C00656,P00248,Beverages,5,55.6,278.0,2024-10-07T10:51:59
T007546,C00943,P00256,Bakery,6,29.92,179.52,2024-01-16T09:10:15
T007547,C00507,P00465,Vegetables,1,91.43,91.43,2024-09-30T08:38:04
T007548,C00960,P00102,Snacks,5,103.08,515.4,2024-09-06T21:00:27
T007549,C00431,P00431,Snacks,5,175.21,876.05,2024-05-09T12:10:41
T007550,C00418,P00489,Vegetables,9,158.16,1423.44,2024-01-05T13:28:40
T007551,C00618,P00497,Snacks,9,73.49,661.41,2024-04-21T12:50:28
T007552,C00002,P00390,Dairy,7,120.38,842.66,2024-03-30T13:28:08
T007553,C00188,P00452,Dairy,7,58.58,410.06,2024-08-20T21:57:57
T007554,C00310,P00436,Beverages,8,75.4,603.2,2024-07-13T14:58:35
T007555,C00052,P00016,Snacks,2,96.81,193.62,2024-05-16T06:46:12
T007556,C00025,P00291,Beverages,2,22.17,44.34,2024-11-10T12:12:01
T007557,C00776,P00082,Fruits,6,192.78,1156.68,2024-01-04T00:05:32
T007558,C00222,P00077,Vegetables,2,75.38,150.76,2024-02-13T01:56:34
T007559,C00463,P00370,Dairy,10,5.85,58.5,2024-01-21T09:51:37
T007560,C00064,P00381,Dairy,9,19.26,173.34,2024-10-16T08:53:31
T007561,C00967,P00164,Vegetables,8,149.61,1196.88,2024-07-21T14:26:33
T007562,C00225,P00403,Fruits,1,10.09,10.09,2024-01-27T07:16:38
T007563,C00045,P00368,Beverages,1,117.47,117.47,2024-05-29T23:49:12
T007564,C00752,P00078,Beverages,10,119.01,1190.1,2024-05-13T10:13:59
T007565,C00541,P00379,Beverages,6,187.65,1125.9,2024-04-24T12:26:55
T007566,C00384,P00030,Vegetables,6,76.53,459.18,2024-10-24T18:30:47
T007567,C00571,P00157,Vegetables,6,145.87,875.22,2024-06-08T07:19:11
T007568,C00471,P00035,Vegetables,6,94.66,567.96,2024-01-30T23:29:37
T007569,C00387,P00046,Vegetables,6,32.83,196.98,2024-06-27T16:05:28
T007570,C00563,P00161,Fruits,10,148.09,1480.9,2024-04-09T13:11:25
T007571,C00092,P00211,Bakery,2,50.21,100.42,2024-04-24T14:05:26
T007572,C00649,P00491,Bakery,6,188.25,1129.5,2024-07-26T15:57:57
T007573,C00560,P00133,Bakery,6,179.39,1076.34,2024-08-06T00:22:40
T007574,C00403,P00338,Fruits,6,154.94,929.64,2024-03-21T23:32:58
T007575,C00885,P00193,Beverages,9,39.1,351.9,2024-02-13T10:41:17
T007576,C00767,P00151,Beverages,9,198.87,1789.83,2024-08-26T15:01:59
T007577,C00292,P00269,Beverages,3,25.04,75.12,2024-10-29T12:47:53
T007578,C00288,P00484,Vegetables,5,198.06,990.3,2024-02-26T21:20:46
T007579,C00249,P00448,Bakery,9,88.07,792.63,2024-11-14T03:32:36
T007580,C00832,P00080,Bakery,1,36.92,36.92,2024-11-02T19:36:09
T007581,C00347,P00049,Vegetables,1,124.04,124.04,2024-03-05T18:33:54
T007582,C00147,P00246,Vegetables,5,128.9,644.5,2024-08-24T02:29:33
T007583,C00127,P00209,Dairy,7,180.76,1265.32,2024-01-06T04:20:04
T007584,C00166,P00107,Dairy,2,10.82,21.64,2024-09-07T13:23:21
T007585,C00367,P00083,Snacks,1,121.4,121.4,2024-08-21T19:13:38
T007586,C00615,P00370,Dairy,6,5.85,35.1,2024-10-06T10:50:59
T007587,C00005,P00008,Dairy,5,74.53,372.65,2024-03-18T02:50:17
T007588,C01000,P00490,Bakery,6,50.05,300.3,2024-04-11T14:42:14
T007589,C00152,P00069,Dairy,7,96.29,674.03,2024-01-30T02:51:06
T007590,C00937,P00312,Snacks,5,137.88,689.4,2024-08-07T16:54:55
T007591,C00709,P00454,Snacks,7,55.57,388.99,2024-03-04T13:20:28
T007592,C00613,P00076,Beverages,7,88.44,619.08,2024-08-19T04:08:34
T007593,C00486,P00343,Fruits,7,188.05,1316.35,2024-04-08T00:48:20
T007594,C00980,P00384,Vegetables,2,33.38,66.76,2024-06-30T03:33:04
T007595,C00655,P00040,Dairy,9,178.43,1605.87,2024-06-08T12:32:07
T007596,C00592,P00196,Bakery,7,59.17,414.19,2024-02-07T22:34:17
T007597,C00615,P00177,Bakery,4,43.75,175.0,2024-01-23T18:44:50
T007598,C00623,P00365,Dairy,9,132.66,1193.94,2024-05-05T12:20:08
T007599,C00750,P00180,Bakery,8,160.1,1280.8,2024-04-23T03:19:32
T007600,C00012,P00386,Vegetables,8,37.39,299.12,2024-06-08T07:01:00
T007601,C00188,P00386,Vegetables,3,37.39,112.17,2024-08-17T03:01:32
T007602,C00137,P00496,Dairy,2,190.21,380.42,2024-09-18T19:02:32
T007603,C00555,P00473,Snacks,5,117.07,585.35,2024-02-09T04:42:52
T007604,C00968,P00354,Dairy,8,22.01,176.08,2024-11-02T20:27:28
T007605,C00557,P00128,Dairy,10,59.31,593.1,2024-05-21T13:52:28
T007606,C00160,P00269,Snacks,8,25.04,200.32,2024-07-04T22:11:35
T007607,C00753,P00473,Snacks,1,117.07,117.07,2024-03-12T02:42:35
T007608,C00498,P00068,Fruits,4,120.05,480.2,2024-06-18T18:50:41
T007609,C00353,P00108,Fruits,5,62.24,311.2,2024-02-02T15:03:32
T007610,C00188,P00498,Vegetables,7,122.75,859.25,2024-05-20T22:23:10
T007611,C00917,P00094,Fruits,9,106.81,961.29,2024-03-11T07:19:00
T007612,C00166,P00010,Snacks,4,32.55,130.2,2024-09-20T09:07:45
T007613,C00440,P00267,Snacks,1,163.45,163.45,2024-04-17T15:50:55
T007614,C00593,P00097,Bakery,10,182.87,1828.7,2024-05-15T11:52:50
T007615,C00653,P00346,Vegetables,6,128.63,771.78,2024-09-06T01:34:37
T007616,C00753,P00123,Bakery,4,113.89,455.56,2024-01-25T11:35:48
T007617,C00940,P00241,Bakery,10,30.7,307.0,2024-06-28T21:28:55
T007618,C00834,P00107,Vegetables,9,10.82,97.38,2024-05-19T11:12:28
T007619,C00346,P00419,Vegetables,6,103.14,618.84,2024-06-19T22:43:28
T007620,C00641,P00392,Snacks,1,128.34,128.34,2024-11-14T10:57:05
T007621,C00823,P00192,Fruits,8,25.17,201.36,2024-06-07T17:25:30
T007622,C00003,P00081,Snacks,5,89.47,447.35,2024-02-13T16:46:42
T007623,C00455,P00455,Beverages,9,96.22,865.98,2024-06-15T11:33:43
T007624,C00532,P00268,Dairy,1,140.29,140.29,2024-07-09T10:58:14
T007625,C00610,P00389,Beverages,8,7.36,58.88,2024-09-15T06:02:55
T007626,C00842,P00077,Bakery,9,75.38,678.42,2024-05-09T06:32:21
T007627,C00898,P00305,Bakery,10,41.9,419.0,2024-11-07T21:25:47
T007628,C00926,P00300,Dairy,7,31.7,221.9,2024-02-02T01:09:57
T007629,C00855,P00428,Fruits,1,140.79,140.79,2024-04-16T22:50:31
T007630,C00341,P00110,Fruits,4,155.42,621.68,2024-03-28T20:52:39
T007631,C00139,P00489,Vegetables,7,158.16,1107.12,2024-04-16T00:42:51
T007632,C00121,P00062,Dairy,6,162.74,976.44,2024-01-08T01:46:31
T007633,C00884,P00358,Snacks,5,175.84,879.2,2024-07-10T22:40:15
T007634,C00363,P00132,Fruits,7,128.01,896.07,2024-09-03T17:15:24
T007635,C00163,P00114,Snacks,4,191.09,764.36,2024-04-07T17:32:17
T007636,C00734,P00337,Dairy,9,92.58,833.22,2024-02-11T02:55:04
T007637,C00674,P00305,Beverages,3,41.9,125.7,2024-02-13T17:18:55
T007638,C00474,P00304,Snacks,5,60.87,304.35,2024-08-08T17:06:08
T007639,C00671,P00394,Snacks,6,134.06,804.36,2024-01-15T11:47:50
T007640,C00213,P00041,Beverages,7,78.13,546.91,2024-10-24T14:48:45
T007641,C00344,P00406,Bakery,10,50.55,505.5,2024-09-08T17:48:08
T007642,C00894,P00262,Beverages,7,136.28,953.96,2024-03-06T07:40:46
T007643,C00558,P00455,Vegetables,7,96.22,673.54,2024-01-19T03:07:35
T007644,C00537,P00471,Dairy,8,80.82,646.56,2024-01-24T14:02:01
T007645,C00257,P00093,Beverages,5,72.45,362.25,2024-08-15T01:43:36
T007646,C00725,P00079,Bakery,5,105.75,528.75,2024-05-05T15:43:56
T007647,C00137,P00050,Beverages,7,178.52,1249.64,2024-09-15T06:30:26
T007648,C00350,P00428,Snacks,2,140.79,281.58,2024-07-27T14:05:51
T007649,C00362,P00348,Fruits,2,127.5,255.0,2024-02-15T00:38:39
T007650,C00189,P00416,Beverages,1,57.72,57.72,2024-11-15T17:40:35
T007651,C00310,P00051,Snacks,9,36.85,331.65,2024-02-16T09:40:04
T007652,C00446,P00425,Beverages,7,156.2,1093.4,2024-10-12T05:04:37
T007653,C00115,P00037,Fruits,8,69.87,558.96,2024-01-21T07:01:06
T007654,C00187,P00312,Vegetables,3,137.88,413.64,2024-04-13T22:50:52
T007655,C00595,P00136,Snacks,8,8.68,69.44,2024-01-03T04:04:11
T007656,C00283,P00322,Snacks,7,76.43,535.01,2024-08-17T21:17:24
T007657,C00792,P00053,Fruits,10,29.54,295.4,2024-08-27T05:36:51
T007658,C00314,P00403,Vegetables,6,10.09,60.54,2024-01-27T07:16:56
T007659,C00551,P00378,Vegetables,5,72.49,362.45,2024-11-02T06:34:23
T007660,C00352,P00038,Vegetables,3,11.92,35.76,2024-05-19T20:52:08
T007661,C00532,P00092,Fruits,5,142.22,711.1,2024-06-06T07:45:55
T007662,C00047,P00462,Snacks,4,152.4,609.6,2024-11-06T12:43:22
T007663,C00463,P00465,Vegetables,10,91.43,914.3,2024-05-03T10:19:06
T007664,C00790,P00255,Snacks,1,20.34,20.34,2024-08-11T08:26:51
T007665,C00105,P00314,Beverages,7,177.19,1240.33,2024-09-12T18:08:50
T007666,C00128,P00492,Fruits,5,155.9,779.5,2024-03-15T14:04:51
T007667,C00226,P00397,Vegetables,2,155.12,310.24,2024-01-06T11:30:45
T007668,C00695,P00416,Bakery,2,57.72,115.44,2024-07-30T12:13:42
T007669,C00390,P00306,Snacks,1,64.4,64.4,2024-09-16T02:53:25
T007670,C00502,P00469,Vegetables,2,75.31,150.62,2024-10-23T00:46:11
T007671,C00482,P00437,Snacks,10,180.1,1801.0,2024-06-15T02:48:38
T007672,C00504,P00355,Vegetables,6,129.54,777.24,2024-08-11T14:12:22
T007673,C00312,P00267,Dairy,5,163.45,817.25,2024-03-27T01:47:42
T007674,C00638,P00273,Dairy,5,175.51,877.55,2024-02-12T02:59:53
T007675,C00141,P00100,Snacks,1,54.72,54.72,2024-04-06T18:42:31
T007676,C00484,P00204,Bakery,3,134.01,402.03,2024-04-07T12:16:48
T007677,C00997,P00405,Beverages,7,122.56,857.92,2024-01-16T06:15:31
T007678,C00551,P00283,Snacks,4,196.14,784.56,2024-08-22T22:46:42
T007679,C00202,P00285,Bakery,9,83.44,750.96,2024-11-04T20:11:13
T007680,C00601,P00133,Beverages,7,179.39,1255.73,2024-05-21T05:27:15
T007681,C00996,P00097,Dairy,3,182.87,548.61,2024-09-02T21:08:41
T007682,C00348,P00478,Beverages,3,47.76,143.28,2024-11-05T19:41:07
T007683,C00915,P00037,Dairy,10,69.87,698.7,2024-10-16T02:39:39
T007684,C00383,P00429,Dairy,8,56.5,452.0,2024-08-05T04:07:28
T007685,C00806,P00365,Vegetables,9,132.66,1193.94,2024-02-25T06:02:10
T007686,C00579,P00280,Beverages,10,96.95,969.5,2024-03-15T15:07:18
T007687,C00017,P00151,Snacks,3,198.87,596.61,2024-02-23T06:40:51
T007688,C00051,P00077,Vegetables,3,75.38,226.14,2024-11-06T05:25:49
T007689,C00252,P00467,Beverages,6,198.49,1190.94,2024-09-12T08:44:57
T007690,C00408,P00084,Bakery,8,196.89,1575.12,2024-01-17T16:11:05
T007691,C00819,P00452,Snacks,6,58.58,351.48,2024-11-08T21:14:37
T007692,C00176,P00198,Beverages,2,152.42,304.84,2024-06-27T10:10:18
T007693,C00141,P00190,Fruits,10,35.76,357.6,2024-10-25T06:13:06
T007694,C00560,P00194,Dairy,5,42.22,211.1,2024-05-23T07:56:31
T007695,C00129,P00152,Vegetables,9,55.17,496.53,2024-10-21T21:14:53
T007696,C00557,P00009,Snacks,2,115.08,230.16,2024-01-22T12:51:56
T007697,C00576,P00305,Fruits,2,41.9,83.8,2024-01-01T08:59:15
T007698,C00093,P00308,Dairy,7,57.05,399.35,2024-09-09T14:49:44
T007699,C00456,P00211,Snacks,2,50.21,100.42,2024-06-12T19:54:45
T007700,C00666,P00056,Dairy,7,74.63,522.41,2024-02-27T16:02:02
T007701,C00389,P00449,Fruits,1,148.37,148.37,2024-07-04T13:37:29
T007702,C00250,P00175,Dairy,4,47.86,191.44,2024-03-03T05:39:45
T007703,C00815,P00203,Snacks,6,186.27,1117.62,2024-09-27T20:49:20
T007704,C00743,P00272,Snacks,7,134.35,940.45,2024-10-03T01:45:54
T007705,C00128,P00001,Fruits,9,66.94,602.46,2024-02-10T16:12:51
T007706,C00886,P00028,Bakery,5,83.01,415.05,2024-08-13T02:34:42
T007707,C00287,P00435,Beverages,7,89.19,624.33,2024-03-08T00:11:09
T007708,C00678,P00148,Fruits,6,14.65,87.9,2024-01-17T11:48:58
T007709,C00953,P00184,Dairy,6,173.07,1038.42,2024-03-20T04:51:23
T007710,C00610,P00283,Vegetables,7,196.14,1372.98,2024-06-30T20:00:40
T007711,C00852,P00059,Fruits,4,72.3,289.2,2024-06-15T09:52:52
T007712,C01000,P00077,Dairy,1,75.38,75.38,2024-07-11T22:57:52
T007713,C00653,P00089,Dairy,10,83.24,832.4,2024-02-05T10:04:21
T007714,C00038,P00007,Vegetables,9,41.91,377.19,2024-04-19T09:13:18
T007715,C00736,P00488,Vegetables,8,118.23,945.84,2024-06-16T07:32:38
T007716,C00931,P00342,Snacks,8,192.9,1543.2,2024-07-03T21:04:09
T007717,C00711,P00366,Bakery,4,85.23,340.92,2024-09-21T14:08:09
T007718,C00124,P00356,Dairy,8,63.02,504.16,2024-01-22T16:09:46
T007719,C00634,P00268,Bakery,9,140.29,1262.61,2024-07-09T10:14:31
T007720,C00900,P00046,Snacks,1,32.83,32.83,2024-08-23T06:03:43
T007721,C00108,P00402,Snacks,4,155.47,621.88,2024-05-24T02:17:28
T007722,C00602,P00332,Dairy,7,62.57,437.99,2024-10-06T15:55:56
T007723,C00942,P00489,Bakery,2,158.16,316.32,2024-06-28T17:54:53
T007724,C00421,P00063,Bakery,2,182.87,365.74,2024-09-11T18:52:17
T007725,C00424,P00174,Bakery,5,66.17,330.85,2024-01-26T00:19:01
T007726,C00943,P00385,Vegetables,3,71.45,214.35,2024-05-08T04:27:47
T007727,C00446,P00440,Snacks,4,149.87,599.48,2024-03-03T05:34:25
T007728,C00441,P00204,Dairy,10,134.01,1340.1,2024-09-08T17:47:49
T007729,C00311,P00250,Beverages,6,126.04,756.24,2024-07-01T03:18:53
T007730,C00510,P00340,Beverages,4,75.94,303.76,2024-07-07T03:45:42
T007731,C00774,P00348,Fruits,9,127.5,1147.5,2024-09-22T20:31:08
T007732,C00634,P00317,Vegetables,4,167.54,670.16,2024-06-08T05:28:59
T007733,C00849,P00461,Fruits,2,104.4,208.8,2024-06-09T17:08:13
T007734,C00374,P00139,Snacks,5,16.41,82.05,2024-01-11T22:51:38
T007735,C00387,P00057,Vegetables,6,17.94,107.64,2024-01-27T14:22:03
T007736,C00487,P00047,Vegetables,6,136.63,819.78,2024-06-27T00:13:49
T007737,C00432,P00103,Dairy,6,119.92,719.52,2024-07-01T00:21:33
T007738,C00367,P00065,Fruits,5,87.28,436.4,2024-10-06T17:22:27
T007739,C00917,P00046,Snacks,10,32.83,328.3,2024-07-05T06:37:18
T007740,C00048,P00158,Beverages,8,85.87,686.96,2024-08-06T13:32:18
T007741,C00937,P00245,Snacks,7,173.45,1214.15,2024-10-17T07:55:49
T007742,C00298,P00087,Dairy,6,134.99,809.94,2024-06-19T00:36:39
T007743,C00852,P00015,Fruits,7,161.04,1127.28,2024-03-03T08:59:07
T007744,C00770,P00466,Vegetables,7,153.71,1075.97,2024-10-10T01:44:31
T007745,C00561,P00424,Beverages,4,34.61,138.44,2024-01-08T07:52:25
T007746,C00993,P00252,Dairy,1,81.92,81.92,2024-08-01T12:21:58
T007747,C00306,P00208,Vegetables,8,80.43,643.44,2024-06-26T11:56:40
T007748,C00643,P00347,Bakery,9,49.07,441.63,2024-05-16T17:28:46
T007749,C00201,P00092,Beverages,6,142.22,853.32,2024-02-14T01:19:34
T007750,C00474,P00359,Snacks,2,115.17,230.34,2024-02-26T06:57:06
T007751,C00128,P00244,Dairy,5,183.1,915.5,2024-10-02T21:48:46
T007752,C00555,P00279,Snacks,2,158.27,316.54,2024-03-04T01:13:22
T007753,C00066,P00270,Fruits,10,156.27,1562.7,2024-07-15T05:06:18
T007754,C00634,P00043,Vegetables,9,184.64,1661.76,2024-07-10T14:38:01
T007755,C00274,P00182,Snacks,4,171.41,685.64,2024-06-02T14:43:51
T007756,C00197,P00092,Vegetables,9,142.22,1279.98,2024-11-11T06:41:07
T007757,C00371,P00377,Beverages,5,113.38,566.9,2024-08-11T08:49:35
T007758,C00701,P00464,Dairy,5,45.55,227.75,2024-03-02T22:41:46
T007759,C00536,P00302,Fruits,8,125.9,1007.2,2024-06-09T01:03:04
T007760,C00758,P00214,Dairy,3,61.37,184.11,2024-07-10T19:31:39
T007761,C00141,P00423,Snacks,9,154.01,1386.09,2024-04-14T00:26:15
T007762,C00458,P00412,Dairy,4,125.96,503.84,2024-07-11T08:38:21
T007763,C00101,P00111,Bakery,7,48.7,340.9,2024-04-17T01:13:52
T007764,C00024,P00141,Beverages,3,153.06,459.18,2024-08-16T08:45:19
T007765,C00545,P00346,Snacks,8,128.63,1029.04,2024-05-04T20:19:49
T007766,C00833,P00473,Vegetables,10,117.07,1170.7,2024-10-11T16:58:30
T007767,C00631,P00394,Fruits,5,134.06,670.3,2024-06-21T11:40:33
T007768,C00100,P00035,Vegetables,2,94.66,189.32,2024-02-11T09:47:00
T007769,C00144,P00145,Snacks,8,34.25,274.0,2024-09-14T16:07:50
T007770,C00147,P00318,Fruits,2,197.0,394.0,2024-05-28T18:03:41
T007771,C00252,P00007,Vegetables,9,41.91,377.19,2024-10-15T22:26:13
T007772,C00250,P00357,Fruits,3,108.15,324.45,2024-10-04T09:51:47
T007773,C00953,P00369,Beverages,3,119.85,359.55,2024-09-29T15:51:07
T007774,C00721,P00375,Bakery,3,57.03,171.09,2024-10-05T10:42:51
T007775,C00056,P00067,Bakery,1,40.68,40.68,2024-01-02T11:53:28
T007776,C00761,P00271,Fruits,5,119.35,596.75,2024-10-13T18:22:16
T007777,C00708,P00393,Beverages,6,128.23,769.38,2024-05-01T15:04:49
T007778,C00848,P00499,Snacks,6,112.16,672.96,2024-11-02T12:34:14
T007779,C00979,P00428,Bakery,2,140.79,281.58,2024-06-17T08:43:13
T007780,C00136,P00016,Bakery,3,96.81,290.43,2024-10-30T08:57:41
T007781,C00953,P00171,Snacks,3,128.94,386.82,2024-02-03T17:39:41
T007782,C00682,P00229,Snacks,9,45.04,405.36,2024-06-14T03:14:46
T007783,C00789,P00251,Fruits,6,107.26,643.56,2024-07-30T03:45:27
T007784,C00406,P00293,Fruits,2,105.55,211.1,2024-04-17T22:27:51
T007785,C00280,P00353,Beverages,4,180.84,723.36,2024-05-04T14:45:08
T007786,C00659,P00132,Dairy,1,128.01,128.01,2024-01-26T17:21:09
T007787,C00943,P00167,Vegetables,9,46.71,420.39,2024-08-19T07:45:22
T007788,C00701,P00148,Snacks,5,14.65,73.25,2024-03-25T09:02:02
T007789,C00275,P00409,Dairy,7,27.75,194.25,2024-06-20T17:25:58
T007790,C00308,P00008,Dairy,2,74.53,149.06,2024-03-27T13:10:37
T007791,C00928,P00209,Dairy,5,180.76,903.8,2024-05-03T03:41:53
T007792,C00347,P00272,Dairy,5,134.35,671.75,2024-03-05T05:51:51
T007793,C00566,P00230,Vegetables,9,197.33,1775.97,2024-07-19T16:58:37
T007794,C00990,P00125,Beverages,3,96.81,290.43,2024-02-15T12:26:58
T007795,C00614,P00304,Vegetables,7,60.87,426.09,2024-07-24T04:37:19
T007796,C00060,P00341,Beverages,3,22.15,66.45,2024-02-27T23:18:47
T007797,C00342,P00239,Bakery,3,115.07,345.21,2024-05-29T05:14:08
T007798,C00475,P00020,Bakery,3,16.96,50.88,2024-10-07T09:08:01
T007799,C00189,P00296,Snacks,6,168.3,1009.8,2024-09-04T04:28:34
T007800,C00008,P00403,Beverages,2,10.09,20.18,2024-01-13T02:17:39
T007801,C00148,P00108,Bakery,3,62.24,186.72,2024-02-19T10:31:11
T007802,C00343,P00133,Beverages,4,179.39,717.56,2024-07-24T21:59:42
T007803,C00832,P00022,Bakery,8,84.32,674.56,2024-10-28T20:12:08
T007804,C00245,P00094,Snacks,5,106.81,534.05,2024-07-20T01:58:28
T007805,C00474,P00016,Dairy,8,96.81,774.48,2024-05-17T08:57:44
T007806,C00167,P00145,Bakery,5,34.25,171.25,2024-10-18T09:49:45
T007807,C00845,P00126,Vegetables,2,76.22,152.44,2024-01-21T00:44:18
T007808,C00587,P00099,Fruits,8,155.08,1240.64,2024-04-05T03:22:52
T007809,C00485,P00332,Dairy,1,62.57,62.57,2024-01-14T10:35:21
T007810,C00873,P00394,Beverages,5,134.06,670.3,2024-08-07T03:38:42
T007811,C00475,P00011,Vegetables,3,50.17,150.51,2024-04-23T20:06:39
T007812,C00767,P00245,Vegetables,4,173.45,693.8,2024-09-17T11:02:08
T007813,C00145,P00106,Beverages,7,171.28,1198.96,2024-09-06T10:41:19
T007814,C00481,P00143,Fruits,10,13.4,134.0,2024-08-12T10:04:45
T007815,C00871,P00417,Beverages,8,36.32,290.56,2024-08-18T19:33:30
T007816,C00286,P00397,Bakery,4,155.12,620.48,2024-03-25T22:49:06
T007817,C00347,P00036,Dairy,2,78.16,156.32,2024-07-08T03:47:10
T007818,C00303,P00281,Beverages,2,190.28,380.56,2024-04-07T11:22:35
T007819,C00959,P00003,Vegetables,3,147.37,442.11,2024-02-20T10:55:20
T007820,C00211,P00015,Fruits,7,161.04,1127.28,2024-11-12T16:15:58
T007821,C00029,P00211,Snacks,8,50.21,401.68,2024-07-27T15:54:19
T007822,C00041,P00312,Fruits,4,137.88,551.52,2024-01-18T20:54:30
T007823,C00197,P00492,Beverages,1,155.9,155.9,2024-05-06T12:41:07
T007824,C00385,P00442,Vegetables,3,53.02,159.06,2024-10-21T17:47:14
T007825,C00027,P00112,Dairy,4,140.74,562.96,2024-07-14T16:44:20
T007826,C00271,P00192,Fruits,1,25.17,25.17,2024-03-11T07:24:03
T007827,C00631,P00156,Snacks,7,97.4,681.8,2024-09-16T17:34:10
T007828,C00720,P00359,Dairy,8,115.17,921.36,2024-03-28T04:23:08
T007829,C00189,P00250,Snacks,5,126.04,630.2,2024-06-11T12:00:49
T007830,C00633,P00375,Snacks,5,57.03,285.15,2024-02-05T22:42:38
T007831,C00835,P00462,Bakery,2,152.4,304.8,2024-02-22T12:52:39
T007832,C00354,P00396,Snacks,3,15.94,47.82,2024-03-13T06:48:11
T007833,C00286,P00131,Vegetables,7,99.04,693.28,2024-11-04T13:06:49
T007834,C00415,P00375,Dairy,3,57.03,171.09,2024-11-05T11:03:25
T007835,C00386,P00006,Bakery,1,114.36,114.36,2024-09-25T03:38:59
T007836,C00652,P00196,Fruits,5,59.17,295.85,2024-10-05T23:11:39
T007837,C00343,P00407,Beverages,2,73.37,146.74,2024-08-01T06:22:06
T007838,C00914,P00007,Beverages,9,41.91,377.19,2024-05-12T13:05:18
T007839,C00297,P00243,Vegetables,5,119.13,595.65,2024-07-25T17:32:14
T007840,C00703,P00058,Vegetables,3,153.25,459.75,2024-04-12T14:07:47
T007841,C00184,P00447,Fruits,6,178.62,1071.72,2024-02-19T15:04:40
T007842,C00121,P00318,Bakery,10,197.0,1970.0,2024-06-30T21:11:24
T007843,C00327,P00260,Vegetables,7,51.72,362.04,2024-10-17T06:55:12
T007844,C00292,P00011,Beverages,8,50.17,401.36,2024-03-01T20:16:06
T007845,C00733,P00016,Vegetables,9,96.81,871.29,2024-06-06T03:00:57
T007846,C00083,P00374,Beverages,8,149.18,1193.44,2024-04-07T17:45:42
T007847,C00533,P00013,Snacks,2,29.32,58.64,2024-11-12T04:46:42
T007848,C00212,P00173,Beverages,1,13.94,13.94,2024-02-25T10:12:56
T007849,C00881,P00110,Fruits,1,155.42,155.42,2024-07-14T04:42:14
T007850,C00411,P00197,Dairy,7,57.17,400.19,2024-10-02T19:47:26
T007851,C00468,P00033,Bakery,6,176.01,1056.06,2024-05-18T02:07:00
T007852,C00833,P00421,Snacks,2,81.73,163.46,2024-10-10T07:51:05
T007853,C00609,P00239,Dairy,1,115.07,115.07,2024-04-07T21:46:12
T007854,C00431,P00242,Snacks,3,197.08,591.24,2024-09-11T23:25:28
T007855,C00902,P00344,Fruits,5,18.99,94.95,2024-07-02T07:09:41
T007856,C00755,P00158,Beverages,2,85.87,171.74,2024-06-26T07:04:14
T007857,C00654,P00290,Beverages,2,123.26,246.52,2024-10-29T09:07:16
T007858,C00778,P00119,Dairy,4,44.43,177.72,2024-05-31T14:15:18
T007859,C00909,P00338,Snacks,9,154.94,1394.46,2024-03-08T17:24:30
T007860,C00081,P00412,Bakery,5,125.96,629.8,2024-08-14T19:53:05
T007861,C00642,P00235,Beverages,7,18.85,131.95,2024-08-20T03:17:01
T007862,C00190,P00440,Beverages,10,149.87,1498.7,2024-05-19T07:38:02
T007863,C00840,P00064,Beverages,6,176.04,1056.24,2024-08-28T11:12:06
T007864,C00994,P00136,Bakery,3,8.68,26.04,2024-06-10T11:59:35
T007865,C00904,P00051,Dairy,10,36.85,368.5,2024-04-19T07:26:37
T007866,C00731,P00400,Vegetables,10,32.14,321.4,2024-06-05T07:41:18
T007867,C00536,P00212,Snacks,6,130.87,785.22,2024-07-30T21:27:14
T007868,C00178,P00010,Fruits,2,32.55,65.1,2024-04-03T02:19:05
T007869,C00099,P00465,Bakery,6,91.43,548.58,2024-09-24T05:05:10
T007870,C00236,P00256,Snacks,2,29.92,59.84,2024-07-14T09:48:06
T007871,C00470,P00323,Snacks,7,170.44,1193.08,2024-06-16T20:14:36
T007872,C00737,P00397,Bakery,10,155.12,1551.2,2024-09-07T04:18:37
T007873,C00427,P00411,Snacks,10,21.31,213.1,2024-08-21T05:49:47
T007874,C00968,P00404,Snacks,8,33.69,269.52,2024-11-04T20:31:32
T007875,C00297,P00405,Beverages,2,122.56,245.12,2024-02-03T15:05:45
T007876,C00681,P00407,Snacks,4,73.37,293.48,2024-09-14T20:38:46
T007877,C00606,P00042,Fruits,9,62.19,559.71,2024-04-21T17:23:07
T007878,C00662,P00356,Fruits,10,63.02,630.2,2024-10-12T17:30:06
T007879,C00671,P00016,Dairy,4,96.81,387.24,2024-10-04T08:18:35
T007880,C00583,P00234,Beverages,3,30.46,91.38,2024-10-04T00:23:52
T007881,C00125,P00494,Snacks,1,59.87,59.87,2024-05-26T18:00:45
T007882,C00761,P00069,Dairy,3,96.29,288.87,2024-02-04T21:15:31
T007883,C00687,P00360,Beverages,8,11.05,88.4,2024-06-08T21:21:09
T007884,C00969,P00307,Fruits,10,126.29,1262.9,2024-02-12T13:39:24
T007885,C00592,P00490,Beverages,2,50.05,100.1,2024-06-12T15:44:41
T007886,C00972,P00125,Vegetables,2,96.81,193.62,2024-10-21T01:20:09
T007887,C00783,P00107,Fruits,1,10.82,10.82,2024-07-11T11:27:53
T007888,C00988,P00427,Bakery,1,86.59,86.59,2024-08-04T21:32:42
T007889,C00319,P00214,Dairy,9,61.37,552.33,2024-07-01T12:39:47
